小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
水晶国际,(思明观音山)塔埔西路71到99号,57995,2012年建成 ,板楼,2.2元/平米/月,厦门住宅建设集团有限公司,厦门住宅建设集团有限公司,5栋,818户
禹洲香槟城,(湖里枋湖)金湖三里禹州香槟城,57059,2004年建成 ,塔楼/板楼/塔板结合,1.5元/平米/月,厦门华夏物业管理公司,"厦门禹洲集团股份有限公司,",7栋,617户
益辉花园,(思明瑞景)洪莲里30到108号,48178,2001年建成 ,板楼/塔板结合,0.8元/平米/月,厦门阳光清境物业服务有限公司,厦门南中投资有限公司,10栋,616户
联发紫微花园,(思明瑞景)莲前东路858号到918号,47196,2000年建成 ,板楼,1至3元/平米/月,厦门厦房物业管理有限公司,加里奥太平洋（厦门）房地产开发有限公司,6栋,260户
水晶森林一期,"(湖里枋湖)枋湖东四里68到88号, 枋湖东四里68-111号, 枋湖东四里68-69号",60130,2008年建成 ,板楼,2.3元/平米/月,厦门市住总物业管理公司,厦门特工房产有限公司,8栋,532户
翠湖庄园,(湖里机场区)林后北里路115到140号,49519,2005年建成 ,塔楼/板楼/塔板结合/平房,1至2.2元/平米/月,厦门中骏置业有限公司,厦门冠宇房地产开发有限公司,10栋,336户
东坪山庄,"(思明火车站)东坪二里217号, 东坪山路29号",58021,1998年建成 ,板楼,1至2元/平米/月,厦门东芳物业管理有限公司东坪山庄管理处,无开发商,19栋,775户
桃源大厦,(湖里江头)台湾街366号,49541,2002年建成 ,塔楼,0.1至1元/平米/月,厦门物业管理,厦门市福信房地产开发有限公司,4栋,517户
联发花园,"(思明松柏)仙岳路556号, 仙岳路558号",54572,1984年建成 ,塔楼/板楼/塔板结合,0.8至1.2元/平米/月,厦门联发集团物业管理有限公司,厦门联发（集团）房地产公司,8栋,413户
祥店新村(11-40),(湖里祥店)仙岳路10到74号,50835,2002年建成 ,塔楼/板楼,0.75至2元/平米/月,厦门天地物业公司,天地房地产开发,10栋,704户
亿星大厦,(湖里江头)台湾街,48030,2002年建成 ,板楼,1.2元/平米/月,厦门亿胜发物业服务有限公司,厦门市嘉益建设有限公司,2栋,325户
湖滨东路,"(思明火车站)湖滨东路8、10、12、50号, 湖滨东路315-317号, 湖滨东路422号, 湖滨东路420号, 湖滨东路424号, 湖滨东路418号",61253,1985年建成 ,板楼,0.8元/平米/月,暂无信息,建发房产,28栋,944户
国宝新城,(湖里江头)江头北路江顺里67号,49679,2001年建成 ,塔楼/板楼/塔板结合,0.6至2元/平米/月,金鹿经济建设发展公司,厦门金鹿经济建设发展公司,8栋,776户
海豚湾,(思明会展中心)会展南二里82到90号,62256,2008年建成 ,塔楼/板楼,2.8元/平米/月,新工（厦门）物业管理服务有限公司,厦门乐丰房地产开发有限公司,2栋,509户
明发国际新城,(思明会展中心)文兴东五里1到18号,49745,1999年建成 ,塔楼/板楼/塔板结合,1.25元/平米/月,厦门佰仕达物业管理有限公司,厦门明发集团有限公司,19栋,617户
海曦,(思明观音山)下堡路183到199号,60560,2013年建成 ,塔楼/板楼,3.5元/平米/月,保利物业管理有限公司厦门分公司,中国铁建股份有限公司,7栋,327户
温莎公馆,(湖里金尚)鼓新路54号,61585,2013年建成 ,塔楼/塔板结合,0.75至3.25元/平米/月,暂无信息,厦门艾特房地产开发有限公司,5栋,735户
龙山山庄,(思明莲前)前西路287-291号,58017,1960年建成 ,塔楼/板楼/塔板结合,0.5至2.5元/平米/月,世纪桃园物业管理有限公司,厦门市豪利房地产开发有限公司,27栋,1523户
龙福花园,(思明仙岳社区)仙岳路329号到353号,54616,1998年建成 ,板楼/塔板结合,0.7至1元/平米/月,厦门福康物业管理有限公司,厦门福康经济发展有限公司,14栋,211户
都市港湾,(湖里东渡)金鼎里,52789,1990年建成 ,塔楼/板楼/塔板结合,1.5至1.55元/平米/月,无物业管理服务,厦门特房建设工程集团有限公司,9栋,954户
不见天,(思明厦大)永福宫巷不见天,61591,1984年建成 ,板楼/塔板结合,0.6元/平米/月,德新房产物业, 大理耀鹏房地产开发有限责任公司,19栋,520户
红杏花园,(思明火车站)厦禾路1166号,49872,1998年建成 ,板楼,1.2元/平米/月,厦门杏林兴发物业有限公司,厦门厦信开发有限公司,10栋,149户
禹洲花园一期,"(思明莲花)金尚路25号, 金尚路59号之2号",57861,1997年建成 ,塔楼/板楼,1元/平米/月,厦门市厦煌物业服务有限公司,厦门禹洲集团股份有限公司,6栋,382户
万泰东方,(思明观音山)塔埔西路1到65号,56903,2014年建成 ,塔板结合,2.9元/平米/月,厦门佰仕达物业管理有限公司,福建万福恒泰房地产开发有限公司,3栋,260户
金同花园,(思明体育中心)思明区莲岳路175号,59661,2004年建成 ,板楼,0.1至1.6元/平米/月,无,无开发商,4栋,240户
森海丽景,(思明火车站)思明区东浦路66号,53220,1990年建成 ,塔板结合,1.8元/平米/月,厦门厚德行物业管理有限公司,厦门鸿煜房地产开发有限公司,5栋,412户
古楼北里,(思明前埔)古楼北里1-75号,50990,1998年建成 ,塔楼/板楼,0.75元/平米/月,无,无开发商,28栋,1188户
嘉禾花园,(思明富山)湖滨东路120到176号,61559,1984年建成 ,板楼,0.7至1.1元/平米/月,无物业管理服务,厦门包印嘉禾花园开发有限公司 ,7栋,312户
侨福城侨福里,(思明瑞景)洪莲中路与前埔西路交叉口附近,50141,2001年建成 ,板楼,0.6元/平米/月,厦门市好管家物业管理有限公司,落实侨房政策,7栋,328户
观海澜庭,(思明观音山)下堡路163到177号,60590,2012年建成 ,板楼/塔板结合,3.5元/平米/月,厦门观音山物业服务有限公司,厦门富业天成房地产开发有限公司,4栋,353户
金山国际,(湖里金山)金山西路171号,53053,2000年建成 ,塔楼/板楼/塔板结合,1.2元/平米/月,厦门市金丰物业管理有限公司,厦门非金属矿进出口有限公司 ,9栋,2266户
长青路,"(思明莲坂)长青路174-177号, 长青路180号, 长青路430号",58445,1990年建成 ,板楼,1.5元/平米/月,暂无信息,四川省聚丰房地产开发有限责任公司1,9栋,402户
新港广场,(思明市政府)湖滨北路16到18号,58489,1996年建成 ,塔楼/板楼,1.5元/平米/月,厦门中都物业管理有限公司,厦门新世纪茂颖物业服务有限公司,4栋,352户
湖边花园B区东区,"(湖里湖边水库)龙湫二里1号楼, 龙湫二里2号楼, 龙湫二里4号楼, 龙湫二里5号楼",62337,2008年建成 ,塔楼,1.2元/平米/月,天地物业管理,厦门特房建设工程集团有限公司,4栋,695户
联发新天地,(湖里祥店)后埔北二里150到180号,57585,2005年建成 ,塔楼/板楼/塔板结合,0.75至1.95元/平米/月,厦门联发集团物业管理有限公司,厦门联信祥房地产有限公司,12栋,1051户
海晟花园,"(思明富山)湖滨六里139-148号, 湖滨六里141号",56540,1994年建成 ,塔楼/板楼,1.4元/平米/月,厦门海晟物业管理有限公司,厦门海晟房房地产开发有限公司,4栋,157户
白鹭苑,(思明思北)禾祥西路1到18号,62104,1989年建成 ,板楼,0.8至1.2元/平米/月,厦门白士德楼宇管理有限公司,厦门建发集团有限公司,15栋,422户
大唐世家七期,"(湖里大唐世家)火炬二路与新丰路交叉口附近, 兴隆路681-709号",53681,1999年建成 ,板楼,1.2元/平米/月,厦门市今日大唐物业有限公司,厦门大唐房地产有限公司,3栋,232户
信达大厦,(湖里湖里大道)兴隆路7号,47086,1995年建成 ,塔楼/板楼,0.05至0.85元/平米/月,信达物业,厦门联发（集团）房地产公司,6栋,1141户
城市花园,(思明火车站)汇文路51到57号,55020,1997年建成 ,板楼,1.8元/平米/月,无物业管理服务,无开发商,5栋,745户
中港花园,(湖里SM)乌石浦路180号,50013,1990年建成 ,塔楼/板楼,0.1至1.2元/平米/月,厦门节节升物业管理有限公司,厦门联发（集团）房地产公司,19栋,906户
沧海苑,(湖里东渡)和宁里63号到79号,52383,1998年建成 ,板楼/塔板结合,0.7元/平米/月,无物业管理服务,厦门都市乡村房地产开发有限公司,6栋,224户
枋湖新村,(湖里枋湖)枋湖路105号,51952,1986年建成 ,板楼,0.8至1.8元/平米/月,厦门物业管理, 大理耀鹏房地产开发有限责任公司,12栋,424户
华富大厦,(思明禾祥西路)后江埭路174到176号,59847,2000年建成 ,板楼/塔板结合,1至1.4元/平米/月,厦门市万家合物业服务有限公司 ,厦门市金凯房地产开发有限公司,1栋,150户
金鼎社区,(湖里东渡)金鼎路,47594,1984年建成 ,板楼/塔板结合,0.8元/平米/月,业主自筹物业管理,厦门市东区开发有限公司,13栋,567户
南猪行巷,"(思明思北)南猪行巷1到3号, 南猪行巷43号, 南猪行1-3号",62451,1982年建成 ,板楼,暂无信息,暂无信息,无,11栋,51户
假日花园,(思明火车站)厦禾路1116,61021,1999年建成 ,塔楼/板楼/塔板结合,0.8至1.8元/平米/月,厦门立元物业有限公司,厦门新假日房地产开发有限公司,9栋,470户
繁荣广场,(思明禾祥西路)禾祥西路267号,61816,1998年建成 ,塔楼/塔板结合,1.3至1.8元/平米/月,厦门繁荣物业管理有限公司,繁荣(厦门)房产投资有限公司,6栋,541户
中兴阁,(思明金鸡亭)莲前西路196号,61910,2000年建成 ,塔楼,1.2至1.6元/平米/月,厦门中富海物业管理有限公司,厦门中兴房地产开发有限公司,2栋,96户
江头K小区,(思明松柏)长青路451到457号,59970,1992年建成 ,板楼,0.5至0.8元/平米/月,业主自筹物业,厦门新市区开发建设公司,31栋,601户
聚祥广场,(思明禾祥西路)禾祥西路583到587号,60892,2000年建成 ,塔楼/板楼,1.1至2.1元/平米/月,厦门市银聚物业管理有限公司,厦门银聚集团有限公司,3栋,463户
凯旋广场,(思明火车站)金榜路61号,59221,1995年建成 ,塔楼/板楼,1.35至1.5元/平米/月,厦门东方凯旋物业管理有限公司,香港聚恒兴集团开发有限公司,4栋,804户
福津大街（凤屿路450-468号）,(思明槟榔)凤屿路450到468号,59099,1998年建成 ,塔楼/板楼,1.5元/平米/月,无物业管理服务,厦门福康经济发展有限公司,5栋,323户
水晶森林二期,"(湖里枋湖)枋湖东四里54到67号, 枋湖东四里66号, 枋湖东四里57-102号",60676,2009年建成 ,板楼,2.3元/平米/月,厦门市住总物业管理公司,厦门特工房产有限公司,3栋,540户
高林居住区三里,(湖里万达广场)金钟路,50952,2003年建成 ,塔楼/板楼/塔板结合,1.2至1.5元/平米/月,暂无信息,厦门市东区开发有限公司,26栋,2618户
明发豪庭,(湖里江头)台湾街102到110号,50017,2001年建成 ,塔楼,1.2元/平米/月,厦门佰仕达物业管理有限公司,厦门明发集团有限公司,1栋,370户
鑫利花园,(思明莲花)吕岭路248到270号,57401,1998年建成 ,塔楼/板楼,1.5元/平米/月,暂无信息,厦门新金海房地产开发有限公司,3栋,259户
华景花园,(湖里南山路)宜宾路201到207号,48610,1995年建成 ,板楼/塔板结合,0.65至1.8元/平米/月,厦门物业管理,厦门市盛华物房地产开发有限公司,18栋,208户
古楼南里,(思明前埔)前埔南路与店上路交叉口,47732,1999年建成 ,板楼/塔板结合,0.8至1元/平米/月,厦门住总物业管理有限公司,厦门经济特区房地产开发集团有限公司,12栋,433户
中铁财富港湾,(湖里江头)嘉禾路398号,51081,2000年建成 ,塔楼/板楼/平房,2.6至6元/平米/月,厦门盛世豪泰物业服务有限公司,厦门中铁建设有限公司,2栋,715户
碧海蓝天西区,"(集美集美文教区)集美区印斗路与浔江路交叉口东侧, 集美区浔江里2-14号",52724,2003年建成 ,板楼/塔板结合,1.5至1.8元/平米/月,绿源物业管理有限公司,厦门中联房地产开发有限公司,7栋,353户
阳光城翡丽湾,"(翔安翔安新城)南美路阳光城翡丽湾, 翔安区浦园三里2-34号",54711,2001年建成 ,板楼/平房,2.38至3.98元/平米/月,无物业管理服务,无开发商,37栋,2405户
湖边花园A区,(湖里万达广场)金益三里,52475,2009年建成 ,板楼/塔板结合,0.8元/平米/月,厦门市特房物业服务有限公司,厦门国贸地产有限公司,9栋,2567户
禹洲花园二期,(思明莲花)金尚路33到45号,51412,2000年建成 ,塔楼/板楼,1元/平米/月,厦门市厦煌物业服务有限公司,禹洲集团,8栋,386户
白鹭花园,(思明禾祥西路)禾祥西路304号,61352,1992年建成 ,塔楼,1.45至1.65元/平米/月,厦门华菲物业管理有限公司,厦门房地产股份有限公司,6栋,281户
瑞景新村寿鹤苑,(思明瑞景)洪文一里1到135号,59617,1998年建成 ,塔楼/板楼,0.7至0.8元/平米/月,厦门市建坤物业管理有限公司,厦门市建坤实业发展公司,9栋,359户
华林金盛花园,(湖里金尚)金尚路427到449号,50820,2000年建成 ,板楼,0.1至2元/平米/月,厦门华林有限公司,厦门市华林建设发展有限公司,5栋,389户
岭兜小区北区,(思明前埔)岭兜二里55-61,50798,1998年建成 ,板楼,0.9元/平米/月,暂无信息,宝嘉厦门房地产开发有限公司,25栋,1165户
华林东盛花园一期,(思明前埔)前埔东路与前埔中路交叉口,52882,2002年建成 ,板楼,0.1至1.5元/平米/月,厦门华林物业发展有限公司,厦门市华林建设发展有限公司,8栋,504户
梅园小区,(思明禾祥西路)后江埭路80到168号,62181,1990年建成 ,板楼/塔板结合,暂无信息,厦门市万家合物业服务有限公司 ,厦门联合房地产开发有限公司,6栋,420户
颐景苑,(思明火车站)厦禾路1112号,52892,1997年建成 ,板楼,1元/平米/月,无物业管理服务,无开发商,2栋,95户
嘉美花园,(思明思北)湖滨西路72号,60680,1980年建成 ,板楼,0.1至1元/平米/月,厦门和谐人居物业管理有限公司,乐山嘉美房地产开发有限公司,10栋,179户
嘉盛花园,(湖里江头)江头东里,55362,2007年建成 ,板楼,1.6至1.8元/平米/月,嘉盛物业管理有限公司,厦门市天地开发建设有限公司,8栋,438户
翔鹭花城三期,(湖里殿前)长浩二里01到65号,48277,2004年建成 ,板楼/塔板结合,1.1至1.5元/平米/月,新工（厦门）物业管理服务有限公司,翔鹭（厦门）房地产开发有限公司,43栋,1375户
金岭花园,(湖里金尚)吕岭路237号,48408,1996年建成 ,塔楼/板楼,1.2至1.5元/平米/月,厦门莲花物业管理有限公司,厦门非金属矿进出口有限公司 ,4栋,278户
振华大厦,(湖里邮轮城)东渡路59到61号,48190,2002年建成 ,塔楼/板楼,1.2至2.3元/平米/月,厦门友朋四方物业管理有限公司,厦门振华实业公司房地产分公司,2栋,1144户
龙凤园小区,(思明松柏)思明区屿后南里241-247,54205,1995年建成 ,板楼,1.5元/平米/月,厦门市住总物业管理公司,厦门毅宏（集团）股份有限公司,1栋,113户
特房南泰苑,(湖里南山路)华泰路24之1号附近,51500,1998年建成 ,板楼,1.5至5元/平米/月,厦门物业管理,厦门建发集团有限公司,12栋,275户
华林东盛花园二期,(思明前埔)前埔东一里17-32号附近,56764,2004年建成 ,板楼,0.1至0.5元/平米/月,厦门华林物业发展有限公司,厦门市华林建设发展有限公司,8栋,467户
广景花园,(思明火车站)东浦路57号,49508,1995年建成 ,板楼,1.3至1.5元/平米/月,景城物业,无开发商,22栋,304户
和通里小区,(湖里东渡)和通里60-63,48191,1996年建成 ,板楼/塔板结合,0.7至1元/平米/月,无物业管理服务,福建省亿力房地产股份有限公司,38栋,519户
